"","Stn.Code","Sampling.Date","State","City.Town.Village.Area","Location.of.Monitoring.Station","Agency","Type.of.Location","SO2","NO2","RSPM.PM10","PM.2.5","season","quarter","Type.of.Location.Binary.form"
"186",227,"09-04-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,82,63,"summer",2,1
"187",227,"13-04-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",16,10,68,71,"summer",2,1
"188",227,"16-04-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,71,68,"summer",2,1
"189",227,"20-04-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,72,75,"summer",2,1
"190",227,"23-04-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,75,52,"summer",2,1
"191",227,"27-04-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,81,80,"summer",2,1
"192",227,"30-04-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,81,83,"summer",2,1
"193",227,"04-05-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,76,45,"summer",2,1
"194",227,"07-05-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,78,47,"summer",2,1
"195",227,"11-05-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,72,42,"summer",2,1
"196",227,"14-05-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,81,48,"summer",2,1
"197",227,"18-05-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,72,41,"summer",2,1
"198",227,"21-05-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,9,71,40,"summer",2,1
"199",227,"25-05-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,11,74,43,"summer",2,1
"200",227,"28-05-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,79,47,"summer",2,1
"201",227,"01-06-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,61,37,"summer",2,1
"202",227,"04-06-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,64,39,"summer",2,1
"203",227,"08-06-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,60,36,"summer",2,1
"204",227,"11-06-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,10,69,40,"summer",2,1
"205",227,"15-06-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,10,65,38,"summer",2,1
"206",227,"18-06-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,65,39,"summer",2,1
"207",227,"22-06-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,68,40,"summer",2,1
"208",227,"26-06-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,66,38,"summer",2,1
"209",227,"29-06-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,61,36,"summer",2,1
"210",227,"02-07-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,69,41,"rainy",2,1
"211",227,"06-07-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,72,43,"rainy",2,1
"212",227,"09-07-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,65,39,"rainy",2,1
"213",227,"13-07-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,75,45,"rainy",2,1
"214",227,"16-07-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,8,71,43,"rainy",2,1
"215",227,"20-07-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,9,68,41,"rainy",2,1
"216",227,"23-07-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,73,44,"rainy",2,1
"217",227,"27-07-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,71,42,"rainy",2,1
"218",227,"30-07-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,76,46,"rainy",2,1
"219",227,"03-08-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,67,38,"rainy",3,1
"220",227,"06-08-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,19,69,40,"rainy",3,1
"221",227,"10-08-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,71,41,"rainy",3,1
"222",227,"13-08-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,74,43,"rainy",3,1
"223",227,"17-08-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,72,42,"rainy",3,1
"224",227,"20-08-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,75,44,"rainy",3,1
"225",227,"24-08-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,71,40,"rainy",3,1
"226",227,"27-08-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,72,41,"rainy",3,1
"227",227,"31-08-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,75,45,"rainy",3,1
"228",227,"03-09-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,10,66,39,"rainy",3,1
"229",227,"07-09-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,11,69,41,"rainy",3,1
"230",227,"10-09-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,70,42,"rainy",3,1
"231",227,"14-09-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,11,68,40,"rainy",3,1
"232",227,"17-09-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,66,38,"rainy",3,1
"233",227,"21-09-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,68,39,"rainy",3,1
"234",227,"24-09-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,11,70,42,"rainy",3,1
"235",227,"28-09-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,10,71,40,"rainy",3,1
"236",227,"05-10-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,70,41,"winter",3,1
"237",227,"08-10-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,77,45,"winter",3,1
"238",227,"12-10-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,12,86,49,"winter",3,1
"239",227,"15-10-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,12,84,46,"winter",3,1
"240",227,"19-10-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,83,47,"winter",3,1
"241",227,"22-10-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,12,94,55,"winter",3,1
"242",227,"26-10-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,91,52,"winter",3,1
"243",227,"29-10-15","Odisha","Rourkela","IDL Police Out-post, Sonaparbat, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,83,48,"winter",3,1
"244",228,"01-01-15","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,19,36,NA,"winter",1,1
"245",228,"05-01-15","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,22,53,NA,"winter",1,1
"246",228,"08-01-15","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,22,47,NA,"winter",1,1
"247",228,"12-01-15","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,24,42,NA,"winter",1,1
"248",228,"15-01-15","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,22,41,NA,"winter",1,1
"249",228,"19-01-15","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,22,43,NA,"winter",1,1
"250",228,"22-01-15","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,24,42,NA,"winter",1,1
"251",228,"26-01-15","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",17,22,35,NA,"winter",1,1
"252",228,"29-01-15","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,24,44,NA,"winter",1,1
"253",228,"02-02-15","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,20,46,NA,"winter",1,1
"254",228,"05-02-15","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,23,52,NA,"winter",1,1
"255",228,"09-02-15","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,22,45,NA,"winter",1,1
"256",228,"12-02-15","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,21,52,NA,"winter",1,1
"257",228,"16-02-15","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,20,56,NA,"winter",1,1
"258",228,"19-02-15","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,22,58,NA,"winter",1,1
"259",228,"23-02-15","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,20,51,NA,"winter",1,1
"260",228,"26-02-15","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,21,54,NA,"winter",1,1
"261",228,"02-03-15","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,19,51,27,"summer",1,1
"262",228,"04-03-15","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,23,55,23,"summer",1,1
"263",228,"09-03-15","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,22,61,31,"summer",1,1
"264",228,"11-03-15","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,22,57,25,"summer",1,1
"265",228,"16-03-15","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,21,47,32,"summer",1,1
"266",228,"18-03-15","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,20,53,26,"summer",1,1
"267",228,"23-03-15","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,24,62,29,"summer",1,1
"268",228,"25-03-15","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,22,52,34,"summer",1,1
"269",228,"30-03-15","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,22,57,30,"summer",1,1
"270",228,"04-04-15","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,21,59,32,"summer",2,1
"271",228,"06-04-15","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,19,42,14,"summer",2,1
"272",228,"11-04-15","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,21,68,38,"summer",2,1
"273",228,"13-04-15","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,18,32,10,"summer",2,1
"274",228,"18-04-15","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,22,63,41,"summer",2,1
"275",228,"20-04-15","Odisha","Rayagada","Regional Office Orissa SPCB, Rayagada","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,24,65,37,"summer",2,1
