dates,cases
02-06-15,"['fever', 'Pneumonia', 'COPD', 'heart problem', 'fever', 'Bronchitis', 'Bronchitis', 'fever', 'COPD', 'nausea', 'fever', 'nausea', 'Pneumonia', 'fever', 'COPD', 'asthma', 'Bronchitis', 'heart problem', 'Bronchitis', 'Pneumonia']"
04-06-15,"['COPD', 'asthma', 'fever', 'nausea', 'heart problem', 'Pneumonia', 'COPD', 'fever', 'nausea', 'fever', 'nausea', 'heart problem', 'COPD', 'asthma', 'COPD', 'COPD', 'Pneumonia', 'fever', 'nausea', 'fever']"
08-06-15,"['nausea', 'Pneumonia', 'asthma', 'heart problem', 'heart problem', 'fever', 'heart problem', 'nausea', 'nausea', 'Bronchitis', 'COPD', 'Pneumonia', 'asthma', 'fever', 'nausea', 'COPD', 'Bronchitis', 'fever', 'fever', 'nausea']"
11-06-15,"['heart problem', 'nausea', 'Bronchitis', 'nausea', 'COPD', 'asthma', 'Bronchitis', 'Bronchitis', 'nausea', 'asthma', 'COPD', 'asthma', 'asthma', 'nausea', 'fever', 'heart problem', 'Bronchitis', 'COPD', 'nausea', 'asthma']"
22-06-15,"['COPD', 'fever', 'nausea', 'asthma', 'Pneumonia', 'Pneumonia', 'Pneumonia', 'nausea', 'heart problem', 'fever', 'asthma', 'heart problem', 'fever', 'nausea', 'Pneumonia', 'Pneumonia', 'COPD', 'nausea', 'Pneumonia', 'Pneumonia']"
24-06-15,"['COPD', 'Bronchitis', 'asthma', 'nausea', 'heart problem', 'asthma', 'COPD', 'COPD', 'COPD', 'fever', 'heart problem', 'nausea', 'nausea', 'COPD', 'nausea', 'Pneumonia', 'Pneumonia', 'Pneumonia', 'fever', 'Pneumonia']"
26-06-15,"['heart problem', 'heart problem', 'heart problem', 'nausea', 'fever', 'COPD', 'fever', 'heart problem', 'Pneumonia', 'asthma', 'heart problem', 'nausea', 'Pneumonia', 'heart problem', 'fever', 'Bronchitis', 'fever', 'asthma', 'nausea', 'nausea']"
30-06-15,"['nausea', 'nausea', 'asthma', 'COPD', 'nausea', 'COPD', 'nausea', 'Pneumonia', 'Bronchitis', 'Pneumonia', 'nausea', 'nausea', 'Bronchitis', 'fever', 'Bronchitis', 'COPD', 'COPD', 'heart problem', 'heart problem', 'fever']"
02-07-15,"['COPD', 'COPD', 'Pneumonia', 'fever', 'Pneumonia', 'nausea', 'asthma', 'Bronchitis', 'Pneumonia', 'Pneumonia', 'Pneumonia', 'nausea', 'asthma', 'Bronchitis', 'Bronchitis', 'Bronchitis', 'fever', 'Bronchitis', 'heart problem', 'nausea']"
06-07-15,"['nausea', 'Pneumonia', 'heart problem', 'heart problem', 'Bronchitis', 'COPD', 'COPD', 'Bronchitis', 'heart problem', 'Bronchitis', 'fever', 'heart problem', 'COPD', 'COPD', 'asthma', 'heart problem', 'fever', 'asthma', 'heart problem', 'Pneumonia']"
09-07-15,"['Pneumonia', 'asthma', 'heart problem', 'fever', 'Bronchitis', 'asthma', 'nausea', 'Pneumonia', 'heart problem', 'nausea', 'nausea', 'fever', 'Bronchitis', 'nausea', 'heart problem', 'fever', 'fever', 'Pneumonia', 'Bronchitis', 'Pneumonia']"
13-07-15,"['asthma', 'heart problem', 'nausea', 'nausea', 'fever', 'Pneumonia', 'heart problem', 'fever', 'nausea', 'heart problem', 'asthma', 'heart problem', 'COPD', 'Bronchitis', 'asthma', 'Pneumonia', 'Bronchitis', 'Bronchitis', 'COPD', 'Pneumonia']"
16-07-15,"['Pneumonia', 'heart problem', 'nausea', 'heart problem', 'heart problem', 'asthma', 'heart problem', 'heart problem', 'asthma', 'heart problem', 'fever', 'asthma', 'nausea', 'COPD', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'heart problem', 'asthma', 'Pneumonia']"
29-07-15,"['nausea', 'heart problem', 'heart problem', 'heart problem', 'Bronchitis', 'nausea', 'heart problem', 'Bronchitis', 'Bronchitis', 'Bronchitis', 'COPD', 'Pneumonia', 'nausea', 'Pneumonia', 'Pneumonia', 'nausea', 'COPD', 'Pneumonia', 'Pneumonia', 'heart problem']"
01-08-15,"['nausea', 'nausea', 'COPD', 'COPD', 'heart problem', 'fever', 'Bronchitis', 'nausea', 'heart problem', 'heart problem', 'COPD', 'Bronchitis', 'heart problem', 'Pneumonia', 'nausea', 'Bronchitis', 'fever', 'heart problem', 'heart problem', 'asthma']"
06-08-15,"['heart problem', 'heart problem', 'Bronchitis', 'fever', 'fever', 'Bronchitis', 'heart problem', 'fever', 'Pneumonia', 'Bronchitis', 'Pneumonia', 'COPD', 'COPD', 'asthma', 'Bronchitis', 'Bronchitis', 'Bronchitis', 'asthma', 'nausea', 'COPD']"
10-08-15,"['nausea', 'COPD', 'heart problem', 'Bronchitis', 'Bronchitis', 'nausea', 'heart problem', 'heart problem', 'COPD', 'Bronchitis', 'Bronchitis', 'Bronchitis', 'Bronchitis', 'Bronchitis', 'heart problem', 'nausea', 'Bronchitis', 'asthma', 'fever', 'nausea']"
17-08-15,"['nausea', 'asthma', 'Bronchitis', 'Bronchitis', 'Pneumonia', 'heart problem', 'heart problem', 'nausea', 'nausea', 'heart problem', 'heart problem', 'Pneumonia', 'Bronchitis', 'COPD', 'COPD', 'heart problem', 'fever', 'COPD', 'heart problem', 'Pneumonia']"
19-08-15,"['COPD', 'nausea', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'Pneumonia', 'nausea', 'Bronchitis', 'heart problem', 'COPD', 'asthma', 'asthma', 'heart problem', 'Bronchitis', 'heart problem', 'COPD', 'Bronchitis', 'Pneumonia', 'Pneumonia', 'COPD']"
24-08-15,"['asthma', 'heart problem', 'nausea', 'fever', 'asthma', 'asthma', 'asthma', 'nausea', 'asthma', 'fever', 'Pneumonia', 'Pneumonia', 'heart problem', 'asthma', 'asthma', 'Pneumonia', 'COPD', 'Bronchitis', 'fever', 'heart problem']"
01-09-15,"['Pneumonia', 'heart problem', 'fever', 'asthma', 'nausea', 'heart problem', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'Pneumonia', 'Pneumonia', 'asthma', 'fever', 'Pneumonia', 'heart problem', 'heart problem', 'heart problem', 'heart problem', 'asthma', 'Bronchitis']"
07-09-15,"['heart problem', 'asthma', 'fever', 'heart problem', 'fever', 'fever', 'Bronchitis', 'heart problem', 'fever', 'asthma', 'nausea', 'fever', 'Bronchitis', 'nausea', 'heart problem', 'heart problem', 'Bronchitis', 'fever', 'heart problem', 'heart problem']"
10-09-15,"['heart problem', 'heart problem', 'COPD', 'heart problem', 'nausea', 'heart problem', 'asthma', 'Bronchitis', 'Bronchitis', 'Bronchitis', 'asthma', 'fever', 'Pneumonia', 'asthma', 'asthma', 'fever', 'heart problem', 'COPD', 'asthma', 'asthma']"
15-09-15,"['nausea', 'Pneumonia', 'heart problem', 'COPD', 'Bronchitis', 'nausea', 'heart problem', 'Bronchitis', 'asthma', 'Pneumonia', 'nausea', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'heart problem', 'heart problem', 'Bronchitis', 'fever', 'fever', 'Pneumonia']"
23-09-15,"['COPD', 'asthma', 'asthma', 'asthma', 'nausea', 'Bronchitis', 'Bronchitis', 'Pneumonia', 'nausea', 'Bronchitis', 'COPD', 'asthma', 'Pneumonia', 'Pneumonia', 'asthma', 'nausea', 'heart problem', 'Pneumonia', 'asthma', 'nausea']"
30-09-15,"['COPD', 'nausea', 'heart problem', 'heart problem', 'Bronchitis', 'Bronchitis', 'nausea', 'Pneumonia', 'asthma', 'Pneumonia', 'asthma', 'Pneumonia', 'Bronchitis', 'fever', 'COPD', 'heart problem', 'asthma', 'asthma', 'fever', 'Bronchitis']"
13-10-15,"['fever', 'COPD', 'asthma', 'nausea', 'asthma', 'Pneumonia', 'heart problem', 'COPD', 'asthma', 'heart problem', 'fever', 'COPD', 'COPD', 'fever', 'COPD', 'COPD', 'asthma', 'COPD', 'nausea', 'COPD']"
16-10-15,"['asthma', 'fever', 'Pneumonia', 'Pneumonia', 'heart problem', 'COPD', 'Pneumonia', 'fever', 'Pneumonia', 'asthma', 'fever', 'heart problem', 'asthma', 'Pneumonia', 'Pneumonia', 'heart problem', 'heart problem', 'heart problem', 'Bronchitis', 'asthma']"
19-10-15,"['Pneumonia', 'fever', 'Bronchitis', 'Bronchitis', 'asthma', 'asthma', 'COPD', 'nausea', 'asthma', 'nausea', 'Pneumonia', 'fever', 'asthma', 'Pneumonia', 'nausea', 'Bronchitis', 'fever', 'Pneumonia', 'heart problem', 'Bronchitis']"
23-10-15,"['nausea', 'asthma', 'fever', 'Pneumonia', 'fever', 'Bronchitis', 'asthma', 'asthma', 'nausea', 'Bronchitis', 'Bronchitis', 'COPD', 'nausea', 'Bronchitis', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'COPD', 'COPD', 'Bronchitis']"
28-10-15,"['fever', 'Pneumonia', 'asthma', 'nausea', 'heart problem', 'Bronchitis', 'COPD', 'asthma', 'fever', 'asthma', 'COPD', 'heart problem', 'Pneumonia', 'COPD', 'Pneumonia', 'COPD', 'fever', 'nausea', 'fever', 'nausea']"
30-10-15,"['COPD', 'asthma', 'heart problem', 'asthma', 'Pneumonia', 'Pneumonia', 'nausea', 'asthma', 'nausea', 'heart problem', 'Bronchitis', 'Pneumonia', 'COPD', 'COPD', 'heart problem', 'Pneumonia', 'asthma', 'nausea', 'fever', 'asthma']"
02-11-15,"['asthma', 'asthma', 'COPD', 'nausea', 'nausea', 'nausea', 'nausea', 'nausea', 'fever', 'heart problem', 'COPD', 'fever', 'fever', 'Pneumonia', 'fever', 'Pneumonia', 'asthma', 'Bronchitis', 'asthma', 'fever']"
04-11-15,"['asthma', 'asthma', 'Pneumonia', 'heart problem', 'heart problem', 'asthma', 'heart problem', 'asthma', 'heart problem', 'COPD', 'COPD', 'Bronchitis', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'COPD', 'Pneumonia', 'COPD', 'Pneumonia', 'COPD']"
07-11-15,"['COPD', 'fever', 'nausea', 'heart problem', 'heart problem', 'asthma', 'Pneumonia', 'heart problem', 'Bronchitis', 'fever', 'nausea', 'COPD', 'Bronchitis', 'nausea', 'COPD', 'Pneumonia', 'fever', 'nausea', 'asthma', 'heart problem']"
11-11-15,"['heart problem', 'heart problem', 'Bronchitis', 'Pneumonia', 'asthma', 'Pneumonia', 'asthma', 'Pneumonia', 'heart problem', 'nausea', 'asthma', 'nausea', 'asthma', 'nausea', 'asthma', 'Pneumonia', 'COPD', 'nausea', 'fever', 'Bronchitis']"
16-11-15,"['asthma', 'fever', 'nausea', 'asthma', 'fever', 'nausea', 'heart problem', 'Pneumonia', 'COPD', 'heart problem', 'nausea', 'COPD', 'asthma', 'Bronchitis', 'Bronchitis', 'COPD', 'heart problem', 'fever', 'nausea', 'asthma']"
19-11-15,"['asthma', 'nausea', 'heart problem', 'fever', 'heart problem', 'heart problem', 'Bronchitis', 'heart problem', 'asthma', 'Pneumonia', 'asthma', 'nausea', 'COPD', 'COPD', 'COPD', 'fever', 'asthma', 'nausea', 'nausea', 'fever']"
23-11-15,"['fever', 'nausea', 'fever', 'Bronchitis', 'fever', 'fever', 'fever', 'Bronchitis', 'heart problem', 'Pneumonia', 'COPD', 'Pneumonia', 'asthma', 'asthma', 'nausea', 'asthma', 'COPD', 'nausea', 'fever', 'Pneumonia']"
01-12-15,"['nausea', 'nausea', 'COPD', 'heart problem', 'Pneumonia', 'asthma', 'heart problem', 'asthma', 'Bronchitis', 'COPD', 'heart problem', 'fever', 'asthma', 'fever', 'nausea', 'fever', 'heart problem', 'Pneumonia', 'fever', 'Bronchitis']"
03-12-15,"['nausea', 'COPD', 'fever', 'Bronchitis', 'heart problem', 'asthma', 'fever', 'Pneumonia', 'Pneumonia', 'Bronchitis', 'Bronchitis', 'COPD', 'Pneumonia', 'Bronchitis', 'COPD', 'heart problem', 'asthma', 'Bronchitis', 'Bronchitis', 'nausea']"
07-12-15,"['nausea', 'COPD', 'heart problem', 'COPD', 'heart problem', 'heart problem', 'Bronchitis', 'Pneumonia', 'nausea', 'COPD', 'COPD', 'fever', 'fever', 'nausea', 'asthma', 'nausea', 'heart problem', 'asthma', 'Bronchitis', 'COPD']"
11-12-15,"['Pneumonia', 'fever', 'asthma', 'Bronchitis', 'Bronchitis', 'Pneumonia', 'heart problem', 'Bronchitis', 'asthma', 'Pneumonia', 'Bronchitis', 'nausea', 'heart problem', 'Bronchitis', 'heart problem', 'fever', 'nausea', 'heart problem', 'nausea', 'fever']"
19-12-15,"['Bronchitis', 'asthma', 'asthma', 'COPD', 'heart problem', 'COPD', 'asthma', 'Pneumonia', 'asthma', 'fever', 'heart problem', 'fever', 'fever', 'nausea', 'nausea', 'Bronchitis', 'asthma', 'asthma', 'Pneumonia', 'nausea']"
22-12-15,"['heart problem', 'Pneumonia', 'COPD', 'heart problem', 'fever', 'Pneumonia', 'Pneumonia', 'Bronchitis', 'nausea', 'fever', 'Bronchitis', 'nausea', 'heart problem', 'heart problem', 'COPD', 'asthma', 'heart problem', 'COPD', 'asthma', 'nausea']"
26-12-15,"['heart problem', 'Pneumonia', 'COPD', 'asthma', 'fever', 'COPD', 'fever', 'COPD', 'asthma', 'asthma', 'nausea', 'Bronchitis', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'nausea', 'Bronchitis', 'nausea', 'heart problem', 'Bronchitis']"
29-12-15,"['Bronchitis', 'Bronchitis', 'asthma', 'fever', 'fever', 'asthma', 'Pneumonia', 'Bronchitis', 'fever', 'heart problem', 'Bronchitis', 'asthma', 'heart problem', 'Bronchitis', 'Pneumonia', 'nausea', 'Bronchitis', 'Bronchitis', 'COPD', 'nausea']"
31-12-15,"['asthma', 'heart problem', 'heart problem', 'fever', 'nausea', 'asthma', 'fever', 'heart problem', 'Pneumonia', 'nausea', 'nausea', 'Bronchitis', 'nausea', 'asthma', 'nausea', 'Bronchitis', 'Pneumonia', 'heart problem', 'COPD', 'fever']"
01-01-15,"['heart problem', 'Pneumonia', 'Bronchitis', 'fever', 'COPD', 'nausea', 'asthma', 'heart problem', 'COPD', 'fever', 'Bronchitis', 'nausea', 'fever', 'COPD', 'COPD', 'Pneumonia', 'Pneumonia', 'Pneumonia', 'heart problem', 'COPD']"
05-01-15,"['heart problem', 'Bronchitis', 'asthma', 'Pneumonia', 'Bronchitis', 'asthma', 'Pneumonia', 'Pneumonia', 'asthma', 'COPD', 'nausea', 'COPD', 'Pneumonia', 'heart problem', 'heart problem', 'asthma', 'COPD', 'fever', 'Pneumonia', 'Bronchitis']"
08-01-15,"['nausea', 'Pneumonia', 'COPD', 'Pneumonia', 'heart problem', 'COPD', 'COPD', 'asthma', 'heart problem', 'fever', 'fever', 'asthma', 'fever', 'asthma', 'Pneumonia', 'COPD', 'fever', 'fever', 'nausea', 'asthma']"
12-01-15,"['COPD', 'fever', 'fever', 'Pneumonia', 'Pneumonia', 'Bronchitis', 'COPD', 'nausea', 'COPD', 'Pneumonia', 'Pneumonia', 'nausea', 'nausea', 'heart problem', 'heart problem', 'Pneumonia', 'heart problem', 'COPD', 'nausea', 'heart problem']"
15-01-15,"['nausea', 'Pneumonia', 'Bronchitis', 'fever', 'fever', 'heart problem', 'fever', 'heart problem', 'heart problem', 'asthma', 'heart problem', 'asthma', 'asthma', 'heart problem', 'Bronchitis', 'fever', 'COPD', 'heart problem', 'nausea', 'fever']"
19-01-15,"['nausea', 'Pneumonia', 'Pneumonia', 'heart problem', 'fever', 'fever', 'asthma', 'nausea', 'Bronchitis', 'asthma', 'fever', 'Pneumonia', 'heart problem', 'asthma', 'heart problem', 'heart problem', 'Pneumonia', 'heart problem', 'COPD', 'COPD']"
21-01-15,"['Pneumonia', 'Bronchitis', 'nausea', 'asthma', 'COPD', 'asthma', 'heart problem', 'fever', 'nausea', 'asthma', 'asthma', 'heart problem', 'Bronchitis', 'COPD', 'Pneumonia', 'heart problem', 'COPD', 'nausea', 'COPD', 'asthma']"
27-01-15,"['fever', 'COPD', 'asthma', 'nausea', 'Bronchitis', 'COPD', 'nausea', 'Pneumonia', 'Pneumonia', 'asthma', 'fever', 'Pneumonia', 'fever', 'Pneumonia', 'nausea', 'fever', 'heart problem', 'fever', 'Bronchitis', 'asthma']"
30-01-15,"['nausea', 'COPD', 'fever', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'fever', 'fever', 'nausea', 'nausea', 'heart problem', 'fever', 'nausea', 'Bronchitis', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'heart problem', 'Bronchitis', 'COPD']"
02-02-15,"['heart problem', 'heart problem', 'fever', 'Pneumonia', 'nausea', 'fever', 'Pneumonia', 'asthma', 'fever', 'COPD', 'heart problem', 'fever', 'COPD', 'Pneumonia', 'heart problem', 'Pneumonia', 'heart problem', 'nausea', 'COPD', 'heart problem']"
05-02-15,"['Pneumonia', 'COPD', 'fever', 'COPD', 'Bronchitis', 'nausea', 'COPD', 'nausea', 'asthma', 'asthma', 'Pneumonia', 'nausea', 'fever', 'Pneumonia', 'heart problem', 'asthma', 'Pneumonia', 'heart problem', 'heart problem', 'fever']"
09-02-15,"['COPD', 'heart problem', 'asthma', 'COPD', 'Pneumonia', 'heart problem', 'nausea', 'nausea', 'heart problem', 'asthma', 'asthma', 'Bronchitis', 'COPD', 'fever', 'COPD', 'nausea', 'asthma', 'nausea', 'heart problem', 'fever']"
12-02-15,"['fever', 'COPD', 'Bronchitis', 'fever', 'fever', 'heart problem', 'heart problem', 'COPD', 'Pneumonia', 'heart problem', 'Bronchitis', 'nausea', 'fever', 'nausea', 'Bronchitis', 'Pneumonia', 'Pneumonia', 'Bronchitis', 'nausea', 'asthma']"
15-02-15,"['heart problem', 'Bronchitis', 'fever', 'asthma', 'Bronchitis', 'heart problem', 'heart problem', 'Pneumonia', 'Pneumonia', 'COPD', 'asthma', 'fever', 'asthma', 'COPD', 'asthma', 'COPD', 'asthma', 'asthma', 'Pneumonia', 'COPD']"
20-02-15,"['Pneumonia', 'Pneumonia', 'asthma', 'Pneumonia', 'heart problem', 'fever', 'heart problem', 'Bronchitis', 'heart problem', 'heart problem', 'heart problem', 'heart problem', 'asthma', 'Pneumonia', 'Bronchitis', 'Pneumonia', 'asthma', 'nausea', 'Pneumonia', 'asthma']"
23-02-15,"['Bronchitis', 'heart problem', 'fever', 'Pneumonia', 'asthma', 'Bronchitis', 'Bronchitis', 'COPD', 'fever', 'Pneumonia', 'heart problem', 'Pneumonia', 'asthma', 'COPD', 'nausea', 'asthma', 'nausea', 'Pneumonia', 'asthma', 'heart problem']"
26-02-15,"['nausea', 'nausea', 'Bronchitis', 'heart problem', 'asthma', 'nausea', 'Bronchitis', 'fever', 'COPD', 'COPD', 'asthma', 'fever', 'Pneumonia', 'asthma', 'Pneumonia', 'COPD', 'nausea', 'Bronchitis', 'fever', 'Pneumonia']"
02-03-15,"['Bronchitis', 'Pneumonia', 'COPD', 'fever', 'asthma', 'Bronchitis', 'fever', 'nausea', 'asthma', 'COPD', 'COPD', 'heart problem', 'Bronchitis', 'COPD', 'nausea', 'heart problem', 'Pneumonia', 'fever', 'asthma', 'nausea']"
07-03-15,"['Bronchitis', 'COPD', 'asthma', 'Pneumonia', 'heart problem', 'heart problem', 'heart problem', 'Pneumonia', 'Pneumonia', 'COPD', 'Bronchitis', 'COPD', 'heart problem', 'nausea', 'fever', 'Bronchitis', 'nausea', 'COPD', 'Bronchitis', 'COPD']"
09-03-15,"['asthma', 'COPD', 'nausea', 'Bronchitis', 'fever', 'asthma', 'heart problem', 'Bronchitis', 'COPD', 'Bronchitis', 'Bronchitis', 'Pneumonia', 'nausea', 'Bronchitis', 'asthma', 'asthma', 'heart problem', 'COPD', 'heart problem', 'COPD']"
12-03-15,"['fever', 'asthma', 'asthma', 'Pneumonia', 'fever', 'Bronchitis', 'Pneumonia', 'asthma', 'fever', 'fever', 'Pneumonia', 'Bronchitis', 'fever', 'fever', 'Bronchitis', 'Bronchitis', 'heart problem', 'Pneumonia', 'COPD', 'heart problem']"
13-03-15,"['fever', 'Bronchitis', 'Bronchitis', 'asthma', 'heart problem', 'asthma', 'Pneumonia', 'heart problem', 'heart problem', 'fever', 'heart problem', 'asthma', 'Pneumonia', 'COPD', 'heart problem', 'fever', 'nausea', 'Pneumonia', 'COPD', 'COPD']"
16-03-15,"['nausea', 'asthma', 'fever', 'Bronchitis', 'nausea', 'heart problem', 'Bronchitis', 'Pneumonia', 'fever', 'Bronchitis', 'Bronchitis', 'nausea', 'Bronchitis', 'fever', 'heart problem', 'nausea', 'heart problem', 'fever', 'heart problem', 'COPD']"
19-03-15,"['Pneumonia', 'asthma', 'heart problem', 'nausea', 'heart problem', 'COPD', 'fever', 'COPD', 'fever', 'Bronchitis', 'Bronchitis', 'nausea', 'asthma', 'heart problem', 'fever', 'Bronchitis', 'heart problem', 'nausea', 'nausea', 'nausea']"
26-03-15,"['nausea', 'heart problem', 'nausea', 'Bronchitis', 'COPD', 'Bronchitis', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'asthma', 'Pneumonia', 'fever', 'Bronchitis', 'Pneumonia', 'asthma', 'heart problem', 'fever', 'Bronchitis', 'COPD', 'asthma']"
30-03-15,"['Pneumonia', 'Bronchitis', 'Pneumonia', 'fever', 'COPD', 'asthma', 'Bronchitis', 'COPD', 'Pneumonia', 'COPD', 'COPD', 'Bronchitis', 'COPD', 'fever', 'fever', 'heart problem', 'COPD', 'asthma', 'fever', 'Pneumonia']"
02-04-15,"['Bronchitis', 'Bronchitis', 'COPD', 'Bronchitis', 'COPD', 'Pneumonia', 'Bronchitis', 'heart problem', 'fever', 'fever', 'heart problem', 'asthma', 'nausea', 'Bronchitis', 'heart problem', 'heart problem', 'Bronchitis', 'COPD', 'Pneumonia', 'Bronchitis']"
06-04-15,"['asthma', 'Bronchitis', 'Bronchitis', 'fever', 'nausea', 'nausea', 'asthma', 'fever', 'Bronchitis', 'heart problem', 'nausea', 'nausea', 'nausea', 'COPD', 'asthma', 'asthma', 'Pneumonia', 'asthma', 'nausea', 'Pneumonia']"
09-04-15,"['Bronchitis', 'asthma', 'nausea', 'Pneumonia', 'fever', 'fever', 'heart problem', 'nausea', 'nausea', 'nausea', 'Bronchitis', 'fever', 'Pneumonia', 'Bronchitis', 'Bronchitis', 'asthma', 'COPD', 'asthma', 'Bronchitis', 'COPD']"
13-04-15,"['COPD', 'heart problem', 'nausea', 'COPD', 'Bronchitis', 'heart problem', 'Bronchitis', 'Pneumonia', 'asthma', 'heart problem', 'nausea', 'nausea', 'asthma', 'heart problem', 'Pneumonia', 'COPD', 'heart problem', 'Pneumonia', 'fever', 'asthma']"
16-04-15,"['asthma', 'fever', 'nausea', 'nausea', 'Bronchitis', 'COPD', 'heart problem', 'Pneumonia', 'asthma', 'heart problem', 'nausea', 'fever', 'fever', 'heart problem', 'Bronchitis', 'fever', 'nausea', 'Bronchitis', 'Pneumonia', 'fever']"
20-04-15,"['COPD', 'heart problem', 'Bronchitis', 'fever', 'fever', 'heart problem', 'nausea', 'COPD', 'heart problem', 'asthma', 'asthma', 'Bronchitis', 'asthma', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'nausea', 'heart problem', 'Pneumonia', 'heart problem']"
23-04-15,"['nausea', 'fever', 'asthma', 'nausea', 'nausea', 'COPD', 'asthma', 'heart problem', 'Pneumonia', 'fever', 'COPD', 'Bronchitis', 'asthma', 'fever', 'nausea', 'heart problem', 'COPD', 'fever', 'Pneumonia', 'heart problem']"
27-04-15,"['Pneumonia', 'COPD', 'nausea', 'asthma', 'Pneumonia', 'nausea', 'COPD', 'COPD', 'asthma', 'nausea', 'fever', 'Pneumonia', 'Pneumonia', 'Bronchitis', 'heart problem', 'nausea', 'nausea', 'asthma', 'asthma', 'nausea']"
30-04-15,"['Pneumonia', 'fever', 'nausea', 'COPD', 'nausea', 'asthma', 'Bronchitis', 'heart problem', 'asthma', 'fever', 'fever', 'COPD', 'COPD', 'fever', 'fever', 'nausea', 'COPD', 'heart problem', 'asthma', 'Bronchitis']"
04-05-15,"['asthma', 'asthma', 'Pneumonia', 'fever', 'asthma', 'Bronchitis', 'asthma', 'nausea', 'COPD', 'COPD', 'nausea', 'COPD', 'fever', 'Bronchitis', 'fever', 'Bronchitis', 'Pneumonia', 'Pneumonia', 'asthma', 'Bronchitis']"
07-05-15,"['heart problem', 'Pneumonia', 'COPD', 'nausea', 'Pneumonia', 'asthma', 'heart problem', 'Bronchitis', 'Bronchitis', 'COPD', 'asthma', 'Pneumonia', 'Bronchitis', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'COPD', 'heart problem', 'fever', 'COPD']"
11-05-15,"['heart problem', 'nausea', 'Bronchitis', 'heart problem', 'heart problem', 'Pneumonia', 'Bronchitis', 'Pneumonia', 'Pneumonia', 'heart problem', 'Bronchitis', 'fever', 'asthma', 'asthma', 'asthma', 'heart problem', 'nausea', 'asthma', 'heart problem', 'Bronchitis']"
14-05-15,"['nausea', 'Bronchitis', 'nausea', 'heart problem', 'heart problem', 'heart problem', 'Pneumonia', 'COPD', 'COPD', 'Pneumonia', 'COPD', 'Bronchitis', 'fever', 'nausea', 'fever', 'heart problem', 'fever', 'asthma', 'Pneumonia', 'asthma']"
18-05-15,"['Pneumonia', 'COPD', 'Bronchitis', 'Pneumonia', 'heart problem', 'asthma', 'heart problem', 'fever', 'Pneumonia', 'nausea', 'COPD', 'Bronchitis', 'asthma', 'fever', 'Pneumonia', 'Bronchitis', 'Bronchitis', 'COPD', 'fever', 'heart problem']"
21-05-15,"['fever', 'asthma', 'asthma', 'nausea', 'nausea', 'heart problem', 'nausea', 'heart problem', 'COPD', 'asthma', 'heart problem', 'heart problem', 'nausea', 'COPD', 'Pneumonia', 'nausea', 'asthma', 'COPD', 'asthma', 'COPD']"
25-05-15,"['fever', 'nausea', 'heart problem', 'heart problem', 'Pneumonia', 'nausea', 'fever', 'COPD', 'asthma', 'heart problem', 'Bronchitis', 'heart problem', 'nausea', 'Pneumonia', 'Pneumonia', 'heart problem', 'asthma', 'heart problem', 'Pneumonia', 'COPD']"
28-05-15,"['fever', 'Pneumonia', 'fever', 'asthma', 'fever', 'COPD', 'heart problem', 'Pneumonia', 'fever', 'nausea', 'asthma', 'nausea', 'Bronchitis', 'asthma', 'Bronchitis', 'heart problem', 'Bronchitis', 'fever', 'nausea', 'fever']"
01-06-15,"['COPD', 'nausea', 'COPD', 'nausea', 'asthma', 'COPD', 'asthma', 'Pneumonia', 'Pneumonia', 'heart problem', 'Bronchitis', 'asthma', 'nausea', 'Bronchitis', 'COPD', 'asthma', 'fever', 'COPD', 'fever', 'heart problem']"
03-06-15,"['fever', 'asthma', 'asthma', 'nausea', 'COPD', 'COPD', 'heart problem', 'COPD', 'fever', 'Bronchitis', 'Pneumonia', 'COPD', 'Bronchitis', 'fever', 'COPD', 'asthma', 'Pneumonia', 'COPD', 'asthma', 'nausea']"
09-06-15,"['heart problem', 'fever', 'heart problem', 'COPD', 'heart problem', 'COPD', 'asthma', 'heart problem', 'heart problem', 'fever', 'asthma', 'heart problem', 'heart problem', 'COPD', 'fever', 'fever', 'heart problem', 'heart problem', 'COPD', 'nausea']"
11-06-15,"['nausea', 'nausea', 'fever', 'COPD', 'fever', 'Bronchitis', 'heart problem', 'fever', 'Bronchitis', 'Bronchitis', 'fever', 'COPD', 'fever', 'Bronchitis', 'heart problem', 'fever', 'asthma', 'asthma', 'Pneumonia', 'heart problem']"
16-06-15,"['asthma', 'Bronchitis', 'heart problem', 'asthma', 'COPD', 'COPD', 'Pneumonia', 'heart problem', 'fever', 'COPD', 'heart problem', 'Bronchitis', 'Pneumonia', 'nausea', 'nausea', 'nausea', 'Pneumonia', 'heart problem', 'heart problem', 'heart problem']"
